Year,DayOfWeek,Shift,Country,State,Local,Industry Sector,Accident Severity,Potential Severity,Accident Type,Gender,Age,Employee Type,Critical Risk,Damage Index,Hour Type,Safety Gear,Month
2017,Wednesday,Morning,India,Telangana,Telangana_Local_12,Automobiles,Handicapped,Moderate,Manual Handling,Male,40,Third Party,Manual Tools,3336,Working Hours,No,August
2016,Monday,Morning,India,Odisha,Odisha_Local_8,Textiles,Minor Injury,Low,Structural Collapse,Male,25,Third Party,Fire/Explosion,7939,Working Hours,No,November
2019,Wednesday,Night,India,Maharashtra,Maharashtra_Local_8,Automobiles,Handicapped,Moderate,Manual Handling,Male,39,Outsider,Heavy Machinery,314,Overtime,Yes,October
2015,Saturday,Morning,India,West Bengal,West Bengal_Local_12,Fertilizers,Minor Injury,Low,Slips/Trips,Male,54,Outsider,Heavy Machinery,4769,Working Hours,Yes,January
2018,Saturday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_10,Automobiles,Severe Injury,High,Chemical Spill,Male,43,Third Party,Fall from Height,481,Overtime,No,December
2016,Wednesday,Night,India,Odisha,Odisha_Local_13,Mining,Minor Injury,Low,Fall from Height,Male,45,Outsider,Fire/Explosion,5456,Working Hours,No,February
2019,Saturday,Night,India,Chhattisgarh,Chhattisgarh_Local_5,Steel,Handicapped,Moderate,Structural Collapse,Male,38,Outsider,Manual Tools,2940,Overtime,Yes,July
2020,Tuesday,Morning,India,Haryana,Haryana_Local_13,Construction,Minor Injury,Low,Structural Collapse,Male,46,Third Party,Pressure Systems,2782,Working Hours,No,January
2018,Thursday,Morning,India,Haryana,Haryana_Local_10,Petrochemicals,Minor Injury,Low,Manual Handling,Female,38,Outsider,Fire/Explosion,4728,Working Hours,No,July
2015,Thursday,Morning,India,Bihar,Bihar_Local_4,Textiles,Fatal,High,Fall from Height,Male,49,Outsider,Pressure Systems,4370,Overtime,Yes,May
2015,Wednesday,Afternoon,India,Bihar,Bihar_Local_14,Textiles,Minor Injury,Low,Machinery Accident,Male,49,Third Party,Mechanical Impact,96,Working Hours,No,March
2016,Sunday,Night,India,Chhattisgarh,Chhattisgarh_Local_6,Cement,Severe Injury,High,Manual Handling,Female,54,Outsider,Electric Shock,2963,Overtime,No,September
2018,Thursday,Night,India,Gujarat,Gujarat_Local_11,Fertilizers,Fatal,High,Machinery Accident,Male,31,Third Party,Heavy Machinery,2920,Overtime,Yes,June
2016,Monday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_2,Mining,Fatal,High,Fall from Height,Female,28,Third Party,Manual Tools,1640,Overtime,No,June
2016,Wednesday,Afternoon,India,West Bengal,West Bengal_Local_11,Textiles,Severe Injury,High,Electrical Fault,Male,49,Outsider,Pressure Systems,876,Overtime,No,February
2017,Monday,Morning,India,Uttar Pradesh,Uttar Pradesh_Local_11,Electronics,Severe Injury,High,Electrical Fault,Male,30,Third Party,Fall from Height,8977,Working Hours,No,April
2019,Tuesday,Morning,India,Odisha,Odisha_Local_8,Petrochemicals,Minor Injury,Low,Machinery Accident,Male,55,Outsider,Manual Tools,2534,Working Hours,No,September
2019,Friday,Afternoon,India,Assam,Assam_Local_8,Fertilizers,Handicapped,Moderate,Slips/Trips,Male,35,Outsider,Mechanical Impact,3125,Working Hours,No,March
2019,Sunday,Morning,India,Karnataka,Karnataka_Local_2,Mining,Severe Injury,High,Slips/Trips,Male,51,Outsider,Slip/Trip,654,Overtime,No,April
2018,Friday,Night,India,Odisha,Odisha_Local_2,Electronics,Severe Injury,High,Machinery Accident,Male,28,Outsider,Heavy Machinery,4179,Overtime,Yes,May
2020,Saturday,Night,India,Odisha,Odisha_Local_11,Pharmaceuticals,Severe Injury,High,Machinery Accident,Female,26,Employee,Heavy Machinery,4234,Overtime,No,July
2019,Sunday,Morning,India,Gujarat,Gujarat_Local_15,Steel,Handicapped,Moderate,Structural Collapse,Male,31,Outsider,Pressure Systems,3250,Working Hours,No,November
2020,Monday,Morning,India,Assam,Assam_Local_3,Automobiles,Minor Injury,Low,Electrical Fault,Male,27,Outsider,Chemical Exposure,5657,Working Hours,No,November
2017,Monday,Morning,India,Tamil Nadu,Tamil Nadu_Local_10,Pharmaceuticals,Minor Injury,Low,Electrical Fault,Male,46,Employee,Electric Shock,2978,Working Hours,Yes,July
2016,Sunday,Morning,India,Gujarat,Gujarat_Local_9,Electronics,Minor Injury,Low,Electrical Fault,Male,41,Employee,Gas Leak,4501,Working Hours,Yes,March
2016,Friday,Morning,India,Rajasthan,Rajasthan_Local_4,Cement,Severe Injury,High,Structural Collapse,Male,30,Third Party,Chemical Exposure,5431,Working Hours,No,May
2020,Monday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_4,Construction,Severe Injury,High,Slips/Trips,Female,26,Third Party,Electric Shock,8907,Working Hours,No,November
2019,Tuesday,Morning,India,Chhattisgarh,Chhattisgarh_Local_7,Automobiles,Handicapped,Moderate,Manual Handling,Female,53,Employee,Pressure Systems,986,Working Hours,Yes,October
2016,Friday,Night,India,Assam,Assam_Local_14,Pharmaceuticals,Fatal,High,Structural Collapse,Male,51,Third Party,Electric Shock,7402,Working Hours,No,May
2020,Wednesday,Night,India,Karnataka,Karnataka_Local_1,Fertilizers,Severe Injury,High,Machinery Accident,Male,34,Outsider,Mechanical Impact,8983,Overtime,No,April
2019,Thursday,Morning,India,West Bengal,West Bengal_Local_10,Textiles,Handicapped,Moderate,Electrical Fault,Male,46,Outsider,Mechanical Impact,6735,Working Hours,No,February
2017,Sunday,Morning,India,Chhattisgarh,Chhattisgarh_Local_8,Textiles,Severe Injury,High,Structural Collapse,Male,44,Outsider,Fall from Height,3226,Overtime,No,October
2017,Monday,Morning,India,Gujarat,Gujarat_Local_7,Mining,Handicapped,Moderate,Fall from Height,Male,26,Employee,Chemical Exposure,8749,Working Hours,No,November
2015,Tuesday,Afternoon,India,Karnataka,Karnataka_Local_9,Steel,Severe Injury,High,Slips/Trips,Male,33,Employee,Chemical Exposure,3966,Working Hours,No,May
2016,Thursday,Morning,India,Assam,Assam_Local_1,Automobiles,Minor Injury,Low,Slips/Trips,Female,30,Employee,Slip/Trip,2706,Working Hours,Yes,September
2015,Saturday,Afternoon,India,Rajasthan,Rajasthan_Local_4,Construction,Handicapped,Moderate,Fall from Height,Male,40,Third Party,Chemical Exposure,951,Working Hours,No,October
2016,Saturday,Morning,India,Maharashtra,Maharashtra_Local_9,Pharmaceuticals,Handicapped,Moderate,Electrical Fault,Female,26,Third Party,Fall from Height,2671,Overtime,Yes,July
2015,Friday,Afternoon,India,Bihar,Bihar_Local_12,Cement,Handicapped,Moderate,Manual Handling,Female,37,Outsider,Manual Tools,9157,Working Hours,No,September
2015,Saturday,Afternoon,India,Punjab,Punjab_Local_10,Construction,Handicapped,Moderate,Slips/Trips,Female,53,Employee,Gas Leak,6472,Working Hours,Yes,September
2015,Friday,Morning,India,Tamil Nadu,Tamil Nadu_Local_9,Cement,Minor Injury,Low,Fall from Height,Male,26,Outsider,Fall from Height,7326,Working Hours,No,August
2020,Tuesday,Morning,India,Assam,Assam_Local_5,Automobiles,Minor Injury,Low,Fire,Female,49,Employee,Manual Tools,3863,Working Hours,No,November
2019,Thursday,Afternoon,India,Haryana,Haryana_Local_11,Petrochemicals,Severe Injury,High,Chemical Spill,Male,30,Outsider,Fall from Height,1979,Overtime,Yes,September
2020,Sunday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_4,Petrochemicals,Severe Injury,High,Slips/Trips,Female,28,Outsider,Manual Tools,8406,Overtime,No,April
2017,Sunday,Night,India,Rajasthan,Rajasthan_Local_1,Pharmaceuticals,Severe Injury,High,Structural Collapse,Male,50,Outsider,Gas Leak,8542,Overtime,No,May
2019,Saturday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_10,Construction,Handicapped,Moderate,Manual Handling,Female,26,Outsider,Pressure Systems,6519,Working Hours,Yes,November
2020,Friday,Night,India,Odisha,Odisha_Local_2,Cement,Minor Injury,Low,Chemical Spill,Male,56,Outsider,Pressure Systems,3448,Working Hours,No,January
2019,Friday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_9,Cement,Minor Injury,Low,Structural Collapse,Male,36,Employee,Electric Shock,3606,Overtime,No,November
2018,Thursday,Afternoon,India,Gujarat,Gujarat_Local_5,Pharmaceuticals,Minor Injury,Low,Chemical Spill,Female,43,Outsider,Electric Shock,8065,Working Hours,No,December
2015,Tuesday,Afternoon,India,Maharashtra,Maharashtra_Local_5,Petrochemicals,Minor Injury,Low,Chemical Spill,Male,29,Outsider,Heavy Machinery,9289,Working Hours,No,December
2020,Sunday,Morning,India,Tamil Nadu,Tamil Nadu_Local_11,Automobiles,Minor Injury,Low,Vehicle Collision,Male,33,Third Party,Slip/Trip,8022,Working Hours,No,February
2019,Sunday,Night,India,Gujarat,Gujarat_Local_11,Cement,Minor Injury,Low,Manual Handling,Male,53,Third Party,Slip/Trip,3360,Overtime,No,January
2018,Monday,Morning,India,Bihar,Bihar_Local_12,Automobiles,Severe Injury,High,Vehicle Collision,Female,28,Third Party,Gas Leak,8214,Working Hours,No,March
2017,Tuesday,Afternoon,India,Punjab,Punjab_Local_4,Construction,Severe Injury,High,Slips/Trips,Male,30,Employee,Electric Shock,1002,Working Hours,No,September
2015,Saturday,Night,India,Rajasthan,Rajasthan_Local_15,Mining,Handicapped,Moderate,Vehicle Collision,Female,46,Third Party,Fire/Explosion,8470,Overtime,No,November
2017,Thursday,Afternoon,India,Punjab,Punjab_Local_12,Mining,Minor Injury,Low,Fall from Height,Male,33,Outsider,Slip/Trip,3671,Working Hours,No,January
2016,Saturday,Night,India,Odisha,Odisha_Local_8,Textiles,Handicapped,Moderate,Fall from Height,Female,52,Outsider,Slip/Trip,5154,Overtime,No,September
2017,Friday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_7,Pharmaceuticals,Handicapped,Moderate,Chemical Spill,Male,36,Outsider,Fire/Explosion,924,Working Hours,Yes,February
2015,Thursday,Morning,India,Gujarat,Gujarat_Local_9,Fertilizers,Severe Injury,High,Fire,Male,39,Outsider,Mechanical Impact,7124,Working Hours,No,April
2019,Saturday,Night,India,Gujarat,Gujarat_Local_7,Petrochemicals,Severe Injury,High,Chemical Spill,Male,54,Third Party,Pressure Systems,309,Overtime,No,May
2019,Thursday,Morning,India,Odisha,Odisha_Local_4,Mining,Severe Injury,High,Explosion,Male,49,Outsider,Fire/Explosion,3903,Working Hours,No,April
2020,Friday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_15,Mining,Fatal,High,Fall from Height,Male,50,Outsider,Chemical Exposure,9146,Overtime,Yes,January
2018,Thursday,Night,India,Telangana,Telangana_Local_7,Fertilizers,Fatal,High,Machinery Accident,Male,29,Outsider,Gas Leak,723,Working Hours,No,April
2018,Saturday,Morning,India,Maharashtra,Maharashtra_Local_11,Mining,Handicapped,Moderate,Explosion,Male,39,Third Party,Chemical Exposure,8577,Working Hours,Yes,December
2016,Friday,Morning,India,Telangana,Telangana_Local_10,Mining,Minor Injury,Low,Vehicle Collision,Male,52,Third Party,Mechanical Impact,7447,Working Hours,Yes,July
2018,Saturday,Night,India,Haryana,Haryana_Local_14,Steel,Handicapped,Moderate,Fire,Male,33,Third Party,Gas Leak,9703,Overtime,Yes,November
2019,Wednesday,Night,India,Rajasthan,Rajasthan_Local_10,Construction,Minor Injury,Low,Electrical Fault,Female,33,Outsider,Gas Leak,8776,Overtime,No,March
2016,Tuesday,Morning,India,Assam,Assam_Local_8,Construction,Minor Injury,Low,Machinery Accident,Male,33,Outsider,Fall from Height,3776,Working Hours,No,October
2016,Wednesday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_11,Cement,Fatal,High,Chemical Spill,Female,55,Outsider,Chemical Exposure,5319,Overtime,No,December
2018,Wednesday,Morning,India,Tamil Nadu,Tamil Nadu_Local_11,Textiles,Severe Injury,High,Manual Handling,Male,34,Outsider,Pressure Systems,1292,Working Hours,No,June
2018,Thursday,Morning,India,Punjab,Punjab_Local_14,Mining,Minor Injury,Low,Explosion,Male,50,Outsider,Chemical Exposure,7511,Overtime,No,March
2019,Friday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_6,Electronics,Severe Injury,High,Vehicle Collision,Male,44,Third Party,Manual Tools,2510,Working Hours,No,April
2017,Friday,Night,India,Punjab,Punjab_Local_15,Petrochemicals,Fatal,High,Explosion,Female,25,Employee,Pressure Systems,6472,Overtime,No,April
2015,Saturday,Morning,India,Rajasthan,Rajasthan_Local_8,Pharmaceuticals,Severe Injury,High,Electrical Fault,Female,54,Outsider,Pressure Systems,4411,Working Hours,No,September
2017,Monday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_2,Steel,Minor Injury,Low,Electrical Fault,Female,42,Employee,Heavy Machinery,3072,Working Hours,Yes,July
2019,Saturday,Morning,India,Rajasthan,Rajasthan_Local_10,Cement,Minor Injury,Low,Slips/Trips,Male,55,Third Party,Heavy Machinery,3281,Working Hours,No,November
2016,Thursday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_10,Automobiles,Minor Injury,Low,Manual Handling,Female,41,Outsider,Pressure Systems,1148,Working Hours,No,March
2015,Monday,Morning,India,Maharashtra,Maharashtra_Local_15,Electronics,Minor Injury,Low,Machinery Accident,Female,30,Outsider,Fire/Explosion,163,Working Hours,No,July
2020,Sunday,Night,India,Telangana,Telangana_Local_10,Pharmaceuticals,Severe Injury,High,Machinery Accident,Male,25,Outsider,Fall from Height,6498,Overtime,Yes,June
2019,Monday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_9,Textiles,Severe Injury,High,Machinery Accident,Female,56,Outsider,Chemical Exposure,8607,Working Hours,No,November
2020,Tuesday,Morning,India,Assam,Assam_Local_3,Petrochemicals,Minor Injury,Low,Chemical Spill,Female,30,Outsider,Heavy Machinery,8313,Working Hours,No,September
2020,Thursday,Afternoon,India,Bihar,Bihar_Local_13,Petrochemicals,Handicapped,Moderate,Fire,Female,35,Outsider,Gas Leak,4460,Working Hours,No,July
2020,Saturday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_5,Fertilizers,Fatal,High,Fire,Male,39,Third Party,Electric Shock,7711,Working Hours,No,May
2015,Sunday,Night,India,Maharashtra,Maharashtra_Local_14,Fertilizers,Handicapped,Moderate,Vehicle Collision,Male,32,Third Party,Gas Leak,8459,Overtime,No,August
2017,Wednesday,Night,India,Odisha,Odisha_Local_1,Petrochemicals,Severe Injury,High,Explosion,Female,45,Outsider,Pressure Systems,6345,Overtime,No,December
2019,Wednesday,Night,India,Punjab,Punjab_Local_3,Cement,Severe Injury,High,Slips/Trips,Male,53,Outsider,Mechanical Impact,6376,Overtime,No,May
2017,Wednesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_3,Fertilizers,Minor Injury,Low,Slips/Trips,Male,55,Employee,Pressure Systems,1162,Working Hours,No,July
2020,Thursday,Afternoon,India,Odisha,Odisha_Local_1,Textiles,Minor Injury,Low,Slips/Trips,Female,37,Third Party,Fire/Explosion,8095,Working Hours,No,September
2018,Thursday,Night,India,Karnataka,Karnataka_Local_12,Pharmaceuticals,Fatal,High,Fire,Male,35,Third Party,Gas Leak,5415,Overtime,No,April
2020,Tuesday,Morning,India,Assam,Assam_Local_7,Cement,Severe Injury,High,Structural Collapse,Male,52,Outsider,Slip/Trip,7551,Working Hours,No,April
2016,Sunday,Night,India,Karnataka,Karnataka_Local_1,Pharmaceuticals,Minor Injury,Low,Fire,Male,53,Third Party,Gas Leak,269,Working Hours,No,August
2015,Monday,Morning,India,Uttar Pradesh,Uttar Pradesh_Local_7,Mining,Fatal,High,Structural Collapse,Male,43,Outsider,Pressure Systems,5625,Working Hours,Yes,May
2019,Friday,Night,India,West Bengal,West Bengal_Local_11,Electronics,Minor Injury,Low,Electrical Fault,Male,46,Outsider,Slip/Trip,6566,Overtime,No,February
2015,Sunday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_15,Electronics,Severe Injury,High,Machinery Accident,Female,32,Employee,Manual Tools,8757,Overtime,No,April
2019,Thursday,Morning,India,Gujarat,Gujarat_Local_14,Fertilizers,Minor Injury,Low,Explosion,Male,37,Outsider,Slip/Trip,7307,Working Hours,No,July
2018,Sunday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_14,Petrochemicals,Minor Injury,Low,Explosion,Male,33,Employee,Chemical Exposure,8175,Working Hours,No,August
2018,Friday,Morning,India,Chhattisgarh,Chhattisgarh_Local_5,Pharmaceuticals,Minor Injury,Low,Chemical Spill,Female,49,Third Party,Chemical Exposure,6917,Working Hours,Yes,February
2018,Monday,Morning,India,Rajasthan,Rajasthan_Local_14,Fertilizers,Severe Injury,High,Slips/Trips,Female,27,Outsider,Electric Shock,2354,Overtime,No,February
2016,Sunday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_4,Petrochemicals,Handicapped,Moderate,Fire,Female,48,Third Party,Slip/Trip,1811,Working Hours,No,October
2015,Monday,Afternoon,India,Maharashtra,Maharashtra_Local_3,Automobiles,Minor Injury,Low,Manual Handling,Male,27,Outsider,Fire/Explosion,4743,Overtime,Yes,October
2016,Thursday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_11,Construction,Minor Injury,Low,Fall from Height,Female,44,Outsider,Fire/Explosion,1457,Working Hours,No,July
2020,Monday,Morning,India,Punjab,Punjab_Local_10,Petrochemicals,Minor Injury,Low,Explosion,Female,35,Outsider,Fire/Explosion,8379,Working Hours,No,January
2016,Saturday,Morning,India,West Bengal,West Bengal_Local_15,Automobiles,Fatal,High,Electrical Fault,Male,43,Outsider,Pressure Systems,6861,Working Hours,No,February
2019,Tuesday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_5,Pharmaceuticals,Severe Injury,High,Chemical Spill,Female,34,Outsider,Manual Tools,2676,Working Hours,Yes,April
2017,Tuesday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_14,Electronics,Handicapped,Moderate,Manual Handling,Male,37,Third Party,Fire/Explosion,3533,Working Hours,Yes,February
2020,Thursday,Night,India,Chhattisgarh,Chhattisgarh_Local_3,Fertilizers,Handicapped,Moderate,Slips/Trips,Male,52,Third Party,Manual Tools,1376,Overtime,No,December
2016,Thursday,Night,India,Bihar,Bihar_Local_2,Textiles,Severe Injury,High,Manual Handling,Female,33,Employee,Slip/Trip,8486,Working Hours,No,May
2016,Thursday,Afternoon,India,Telangana,Telangana_Local_3,Construction,Handicapped,Moderate,Manual Handling,Male,26,Third Party,Manual Tools,3207,Working Hours,Yes,February
2015,Thursday,Morning,India,Chhattisgarh,Chhattisgarh_Local_4,Automobiles,Minor Injury,Low,Electrical Fault,Female,52,Employee,Manual Tools,8497,Working Hours,Yes,November
2020,Wednesday,Afternoon,India,Rajasthan,Rajasthan_Local_5,Textiles,Minor Injury,Low,Electrical Fault,Male,54,Employee,Fire/Explosion,5842,Working Hours,Yes,March
2016,Wednesday,Afternoon,India,Telangana,Telangana_Local_15,Petrochemicals,Minor Injury,Low,Structural Collapse,Male,28,Third Party,Slip/Trip,5372,Working Hours,No,September
2019,Tuesday,Morning,India,Telangana,Telangana_Local_3,Steel,Minor Injury,Low,Chemical Spill,Female,40,Third Party,Electric Shock,4435,Working Hours,Yes,November
2018,Friday,Morning,India,Punjab,Punjab_Local_2,Electronics,Handicapped,Moderate,Chemical Spill,Female,25,Third Party,Pressure Systems,7874,Working Hours,No,March
2019,Friday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_14,Construction,Severe Injury,High,Manual Handling,Female,31,Outsider,Heavy Machinery,7698,Overtime,No,June
2018,Thursday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_2,Automobiles,Severe Injury,High,Manual Handling,Male,46,Third Party,Electric Shock,8778,Working Hours,No,May
2020,Saturday,Afternoon,India,Rajasthan,Rajasthan_Local_4,Cement,Minor Injury,Low,Structural Collapse,Female,56,Outsider,Heavy Machinery,1455,Working Hours,No,November
2015,Friday,Morning,India,Chhattisgarh,Chhattisgarh_Local_13,Textiles,Minor Injury,Low,Slips/Trips,Male,42,Outsider,Heavy Machinery,4193,Working Hours,No,February
2020,Monday,Morning,India,West Bengal,West Bengal_Local_15,Cement,Minor Injury,Low,Structural Collapse,Female,52,Outsider,Gas Leak,7086,Working Hours,Yes,July
2017,Wednesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_7,Electronics,Minor Injury,Low,Explosion,Female,33,Third Party,Fire/Explosion,974,Working Hours,No,August
2016,Tuesday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_10,Cement,Fatal,High,Manual Handling,Female,30,Third Party,Fall from Height,1812,Working Hours,Yes,May
2016,Saturday,Morning,India,Tamil Nadu,Tamil Nadu_Local_13,Cement,Fatal,High,Manual Handling,Female,32,Outsider,Manual Tools,4786,Overtime,No,May
2016,Friday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_7,Electronics,Severe Injury,High,Manual Handling,Male,37,Outsider,Chemical Exposure,6024,Working Hours,No,October
2018,Wednesday,Afternoon,India,Odisha,Odisha_Local_10,Textiles,Minor Injury,Low,Structural Collapse,Female,51,Third Party,Manual Tools,8097,Working Hours,No,February
2020,Sunday,Morning,India,Chhattisgarh,Chhattisgarh_Local_3,Pharmaceuticals,Handicapped,Moderate,Fire,Male,43,Outsider,Heavy Machinery,4061,Working Hours,No,January
2020,Tuesday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_3,Electronics,Severe Injury,High,Fire,Male,44,Outsider,Manual Tools,3766,Working Hours,No,April
2016,Wednesday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_12,Pharmaceuticals,Handicapped,Moderate,Fire,Male,30,Outsider,Fall from Height,1718,Overtime,No,October
2020,Saturday,Afternoon,India,Telangana,Telangana_Local_13,Pharmaceuticals,Handicapped,Moderate,Fire,Female,50,Outsider,Pressure Systems,7520,Working Hours,No,December
2017,Saturday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_3,Construction,Minor Injury,Low,Slips/Trips,Female,40,Outsider,Fall from Height,6332,Overtime,No,October
2019,Tuesday,Night,India,Maharashtra,Maharashtra_Local_4,Construction,Minor Injury,Low,Manual Handling,Female,27,Outsider,Fall from Height,8398,Working Hours,No,August
2019,Tuesday,Morning,India,Karnataka,Karnataka_Local_13,Textiles,Handicapped,Moderate,Slips/Trips,Male,27,Employee,Pressure Systems,4536,Working Hours,No,September
2018,Friday,Night,India,Bihar,Bihar_Local_6,Steel,Minor Injury,Low,Explosion,Male,30,Third Party,Fire/Explosion,9070,Overtime,Yes,July
2019,Saturday,Morning,India,Gujarat,Gujarat_Local_7,Cement,Severe Injury,High,Structural Collapse,Male,36,Outsider,Chemical Exposure,6366,Working Hours,No,June
2016,Monday,Afternoon,India,Haryana,Haryana_Local_13,Mining,Handicapped,Moderate,Fall from Height,Male,47,Outsider,Manual Tools,6023,Working Hours,Yes,March
2020,Sunday,Night,India,West Bengal,West Bengal_Local_14,Construction,Severe Injury,High,Slips/Trips,Female,34,Third Party,Fire/Explosion,2571,Working Hours,Yes,March
2016,Saturday,Night,India,Rajasthan,Rajasthan_Local_11,Petrochemicals,Fatal,High,Fire,Male,55,Outsider,Gas Leak,9270,Overtime,No,May
2020,Saturday,Morning,India,Tamil Nadu,Tamil Nadu_Local_8,Steel,Minor Injury,Low,Vehicle Collision,Female,37,Outsider,Electric Shock,6234,Working Hours,No,October
2017,Monday,Night,India,Punjab,Punjab_Local_1,Steel,Handicapped,Moderate,Manual Handling,Male,47,Third Party,Pressure Systems,7346,Overtime,No,January
2015,Thursday,Afternoon,India,Karnataka,Karnataka_Local_15,Pharmaceuticals,Minor Injury,Low,Fire,Female,47,Employee,Slip/Trip,4432,Working Hours,No,December
2018,Monday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_9,Steel,Severe Injury,High,Electrical Fault,Female,25,Employee,Slip/Trip,2515,Working Hours,Yes,September
2017,Friday,Afternoon,India,Punjab,Punjab_Local_7,Petrochemicals,Handicapped,Moderate,Manual Handling,Male,54,Third Party,Slip/Trip,975,Working Hours,No,November
2019,Thursday,Night,India,West Bengal,West Bengal_Local_14,Pharmaceuticals,Handicapped,Moderate,Machinery Accident,Male,41,Third Party,Slip/Trip,6790,Working Hours,No,January
2015,Monday,Night,India,Assam,Assam_Local_10,Steel,Fatal,High,Chemical Spill,Female,28,Third Party,Fire/Explosion,3133,Overtime,No,January
2020,Tuesday,Night,India,Assam,Assam_Local_12,Automobiles,Severe Injury,High,Manual Handling,Female,38,Employee,Gas Leak,3715,Working Hours,No,June
2016,Saturday,Night,India,Maharashtra,Maharashtra_Local_6,Mining,Fatal,High,Fall from Height,Female,26,Outsider,Heavy Machinery,1451,Overtime,Yes,April
2017,Thursday,Afternoon,India,Telangana,Telangana_Local_11,Construction,Minor Injury,Low,Structural Collapse,Male,56,Third Party,Pressure Systems,5557,Working Hours,No,July
2015,Saturday,Night,India,Maharashtra,Maharashtra_Local_15,Pharmaceuticals,Severe Injury,High,Electrical Fault,Female,37,Outsider,Heavy Machinery,940,Working Hours,No,May
2015,Saturday,Afternoon,India,Karnataka,Karnataka_Local_9,Textiles,Handicapped,Moderate,Fall from Height,Male,46,Outsider,Chemical Exposure,5704,Working Hours,No,September
2015,Thursday,Afternoon,India,Maharashtra,Maharashtra_Local_6,Steel,Minor Injury,Low,Manual Handling,Female,47,Third Party,Chemical Exposure,3383,Working Hours,No,September
2017,Monday,Morning,India,Rajasthan,Rajasthan_Local_6,Construction,Severe Injury,High,Vehicle Collision,Female,34,Employee,Gas Leak,5547,Working Hours,Yes,June
2019,Wednesday,Night,India,Haryana,Haryana_Local_2,Pharmaceuticals,Severe Injury,High,Fall from Height,Male,38,Employee,Fire/Explosion,6054,Overtime,No,April
2017,Saturday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_10,Steel,Handicapped,Moderate,Machinery Accident,Male,25,Employee,Slip/Trip,2833,Working Hours,No,August
2017,Monday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_6,Textiles,Fatal,High,Fire,Male,52,Third Party,Pressure Systems,6681,Working Hours,Yes,May
2018,Wednesday,Night,India,Gujarat,Gujarat_Local_10,Automobiles,Severe Injury,High,Manual Handling,Female,30,Outsider,Fire/Explosion,6214,Working Hours,Yes,June
2015,Thursday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_5,Automobiles,Severe Injury,High,Electrical Fault,Female,38,Third Party,Electric Shock,3418,Working Hours,Yes,April
2019,Tuesday,Night,India,Rajasthan,Rajasthan_Local_15,Construction,Severe Injury,High,Fire,Male,30,Third Party,Chemical Exposure,2744,Working Hours,No,June
2017,Tuesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_4,Mining,Minor Injury,Low,Explosion,Male,38,Third Party,Slip/Trip,2478,Working Hours,Yes,June
2019,Saturday,Morning,India,Tamil Nadu,Tamil Nadu_Local_3,Pharmaceuticals,Handicapped,Moderate,Fire,Male,56,Third Party,Chemical Exposure,9822,Working Hours,Yes,May
2016,Sunday,Morning,India,Haryana,Haryana_Local_4,Fertilizers,Minor Injury,Low,Electrical Fault,Male,29,Employee,Manual Tools,1222,Working Hours,Yes,July
2020,Thursday,Night,India,Gujarat,Gujarat_Local_6,Pharmaceuticals,Severe Injury,High,Fire,Male,34,Third Party,Chemical Exposure,4740,Overtime,No,June
2020,Thursday,Night,India,West Bengal,West Bengal_Local_11,Steel,Severe Injury,High,Machinery Accident,Male,54,Outsider,Fall from Height,2193,Overtime,Yes,May
2018,Friday,Night,India,Maharashtra,Maharashtra_Local_12,Steel,Handicapped,Moderate,Structural Collapse,Male,51,Employee,Fire/Explosion,5313,Overtime,Yes,October
